Date and Time,Event ID,Level,Source,UtcTime,Process Name,Process Path,Process ID,Parent Process Name,Command Line,User / Integrity Level,Hashes
11/15/2025 8:06:45 PM,13,Information,Microsoft-Windows-Sysmon,2025-11-15 14:36:45.453,C:\Windows\system32\compattelrunner.exe,C:\Windows\system32\compattelrunner.exe,10296,,,NT AUTHORITY\SYSTEM,
11/15/2025 8:06:45 PM,13,Information,Microsoft-Windows-Sysmon,2025-11-15 14:36:45.453,C:\Windows\system32\compattelrunner.exe,C:\Windows\system32\compattelrunner.exe,10296,,,NT AUTHORITY\SYSTEM,
11/15/2025 8:06:45 PM,13,Information,Microsoft-Windows-Sysmon,2025-11-15 14:36:45.453,C:\Windows\system32\compattelrunner.exe,C:\Windows\system32\compattelrunner.exe,10296,,,NT AUTHORITY\SYSTEM,
11/15/2025 8:06:45 PM,13,Information,Microsoft-Windows-Sysmon,2025-11-15 14:36:45.453,C:\Windows\system32\compattelrunner.exe,C:\Windows\system32\compattelrunner.exe,10296,,,NT AUTHORITY\SYSTEM,
11/15/2025 8:06:45 PM,13,Information,Microsoft-Windows-Sysmon,2025-11-15 14:36:45.453,C:\Windows\system32\compattelrunner.exe,C:\Windows\system32\compattelrunner.exe,10296,,,NT AUTHORITY\SYSTEM,
11/15/2025 8:06:45 PM,13,Information,Microsoft-Windows-Sysmon,2025-11-15 14:36:45.453,C:\Windows\system32\compattelrunner.exe,C:\Windows\system32\compattelrunner.exe,10296,,,NT AUTHORITY\SYSTEM,
11/15/2025 8:06:45 PM,13,Information,Microsoft-Windows-Sysmon,2025-11-15 14:36:45.453,C:\Windows\system32\compattelrunner.exe,C:\Windows\system32\compattelrunner.exe,10296,,,NT AUTHORITY\SYSTEM,
11/15/2025 8:06:45 PM,13,Information,Microsoft-Windows-Sysmon,2025-11-15 14:36:45.453,C:\Windows\system32\compattelrunner.exe,C:\Windows\system32\compattelrunner.exe,10296,,,NT AUTHORITY\SYSTEM,
11/15/2025 8:06:45 PM,13,Information,Microsoft-Windows-Sysmon,2025-11-15 14:36:45.453,C:\Windows\system32\compattelrunner.exe,C:\Windows\system32\compattelrunner.exe,10296,,,NT AUTHORITY\SYSTEM,
11/15/2025 8:06:45 PM,13,Information,Microsoft-Windows-Sysmon,2025-11-15 14:36:45.453,C:\Windows\system32\compattelrunner.exe,C:\Windows\system32\compattelrunner.exe,10296,,,NT AUTHORITY\SYSTEM,
11/15/2025 8:06:45 PM,13,Information,Microsoft-Windows-Sysmon,2025-11-15 14:36:45.453,C:\Windows\system32\compattelrunner.exe,C:\Windows\system32\compattelrunner.exe,10296,,,NT AUTHORITY\SYSTEM,
