Date and Time,Event ID,Level,Source,UtcTime,Process Name,Process Path,Process ID,Parent Process Name,Command Line,User / Integrity Level,Hashes
12/24/2025 9:48:47 AM,1,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:47.241,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,4884,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe"" --crash-handler --system ""--database=C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\Crashpad"" --url=https://clients2.google.com/cr/report --annotation=prod=Update4 --annotation=ver=144.0.7547.0 ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater.log"" --initial-client-data=0x260,0x264,0x268,0x25c,0x26c,0x7ff781ace0b4,0x7ff781ace0c0,0x7ff781ace0d0",NT AUTHORITY\SYSTEM | System,"MD5=7C142184B057B515D8B4920E54B74C60,SHA256=320F6790E928200C76F9B0208485A86FC08FDB0C51F57A93B2903212353ECD2E,IMPHASH=7CA3A032BE704960F1EE0BBD52B72135"
12/24/2025 9:48:47 AM,1,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:47.207,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,5152,C:\Windows\System32\services.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe"" --system --windows-service --service=update",NT AUTHORITY\SYSTEM | System,"MD5=7C142184B057B515D8B4920E54B74C60,SHA256=320F6790E928200C76F9B0208485A86FC08FDB0C51F57A93B2903212353ECD2E,IMPHASH=7CA3A032BE704960F1EE0BBD52B72135"
12/24/2025 9:48:47 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:47.067,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,6784,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:46 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:46.848,C:\Windows\system32\services.exe,C:\Windows\system32\services.exe,644,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:46 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:46.848,C:\Windows\system32\services.exe,C:\Windows\system32\services.exe,644,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:46 AM,1,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:46.440,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,1364,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe"" --crash-handler --system ""--database=C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\Crashpad"" --url=https://clients2.google.com/cr/report --annotation=prod=Update4 --annotation=ver=144.0.7547.0 ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater.log"" --initial-client-data=0x260,0x264,0x268,0x25c,0x26c,0x7ff781ace0b4,0x7ff781ace0c0,0x7ff781ace0d0",NT AUTHORITY\SYSTEM | System,"MD5=7C142184B057B515D8B4920E54B74C60,SHA256=320F6790E928200C76F9B0208485A86FC08FDB0C51F57A93B2903212353ECD2E,IMPHASH=7CA3A032BE704960F1EE0BBD52B72135"
12/24/2025 9:48:46 AM,1,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:46.380,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,6784,C:\Windows\System32\services.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe"" --system --windows-service --service=update-internal",NT AUTHORITY\SYSTEM | System,"MD5=7C142184B057B515D8B4920E54B74C60,SHA256=320F6790E928200C76F9B0208485A86FC08FDB0C51F57A93B2903212353ECD2E,IMPHASH=7CA3A032BE704960F1EE0BBD52B72135"
12/24/2025 9:48:46 AM,1,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:46.217,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,1604,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe"" --crash-handler --system ""--database=C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\Crashpad"" --url=https://clients2.google.com/cr/report --annotation=prod=Update4 --annotation=ver=144.0.7547.0 ""--attachment=C:\Program Files (x86)\Google\GoogleUpdater\updater.log"" --initial-client-data=0x260,0x264,0x268,0x25c,0x26c,0x7ff781ace0b4,0x7ff781ace0c0,0x7ff781ace0d0",NT AUTHORITY\SYSTEM | System,"MD5=7C142184B057B515D8B4920E54B74C60,SHA256=320F6790E928200C76F9B0208485A86FC08FDB0C51F57A93B2903212353ECD2E,IMPHASH=7CA3A032BE704960F1EE0BBD52B72135"
12/24/2025 9:48:45 AM,1,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:45.089,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe,1256,C:\Windows\System32\svchost.exe,"""C:\Program Files (x86)\Google\GoogleUpdater\144.0.7547.0\updater.exe"" --wake --system",NT AUTHORITY\SYSTEM | System,"MD5=7C142184B057B515D8B4920E54B74C60,SHA256=320F6790E928200C76F9B0208485A86FC08FDB0C51F57A93B2903212353ECD2E,IMPHASH=7CA3A032BE704960F1EE0BBD52B72135"
12/24/2025 9:48:44 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:44.396,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:44 AM,1,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:44.357,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,7144,C:\Program Files (x86)\Microsoft\Temp\EU5778.tmp\MicrosoftEdgeUpdate.exe,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ping PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48cmVxdWVzdCBwcm90b2NvbD0iMy4wIiB1cGRhdGVyPSJPbWFoYSIgdXBkYXRlcnZlcnNpb249IjEuMy4yMTUuOSIgc2hlbGxfdmVyc2lvbj0iMS4zLjIxNS45IiBpc21hY2hpbmU9IjEiIHNlc3Npb25pZD0ie0IwOUI1REVFLTM0QjItNEQxRi05RTIzLTc1MDg5QjM2MERDNX0iIHVzZXJpZD0iezRFREEzRDhGLTQ2REItNEYwRi1BM0Y1LTRCOEUzNjAxOEEyMH0iIGluc3RhbGxzb3VyY2U9InNlbGZ1cGRhdGUiIHJlcXVlc3RpZD0iezZCMTcwM0QyLTQ5MEItNDJBQi05NDVDLTdENUMwOEY2QzUwNH0iIGRlZHVwPSJjciIgZG9tYWluam9pbmVkPSIwIj48aHcgbG9naWNhbF9jcHVzPSIyIiBwaHlzbWVtb3J5PSI0IiBkaXNrX3R5cGU9IjIiIHNzZT0iMSIgc3NlMj0iMSIgc3NlMz0iMSIgc3NzZTM9IjEiIHNzZTQxPSIxIiBzc2U0Mj0iMSIgYXZ4PSIxIi8-PG9zIHBsYXRmb3JtPSJ3aW4iIHZlcnNpb249IjEwLjAuMTkwNDUuNjQ2NiIgc3A9IiIgYXJjaD0ieDY0IiBwcm9kdWN0X3R5cGU9IjQ4IiBpc193aXA9IjAiIGlzX2luX2xvY2tkb3duX21vZGU9IjAiLz48b2VtIHByb2R1Y3RfbWFudWZhY3R1cmVyPSJWTXdhcmUsIEluYy4iIHByb2R1Y3RfbmFtZT0iVk13YXJlMjAsMSIvPjxleHAgZXRhZz0iJnF1b3Q7TmUwMXhmeEZ2VVd5ZHBac0ozZlNiVXp4eC9pQWE3N3hHWnpGVnVtNk5Qcz0mcXVvdDsiLz48YXBwIGFwcGlkPSJ7RjNDNEZFMDAtRUZENS00MDNCLTk1NjktMzk4QTIwRjFCQTRBfSIgdmVyc2lvbj0iMS4zLjIwNy41IiBuZXh0dmVyc2lvbj0iMS4zLjIxNS45IiBsYW5nPSIiIGJyYW5kPSJJTkJYIiBjbGllbnQ9IiIgaW5zdGFsbGFnZT0iMTIzIiBpbnN0YWxsZGF0ZXRpbWU9IjE3NTU4ODU3OTciIGNvaG9ydD0icnJmQDAuNTgiPjxldmVudCBldmVudHR5cGU9IjMiIGV2ZW50cmVzdWx0PSIxIiBlcnJvcmNvZGU9IjAiIGV4dHJhY29kZTE9IjAiIHN5c3RlbV91cHRpbWVfdGlja3M9IjMyODA0ODQwMTgiLz48L2FwcD48L3JlcXVlc3Q-",NT AUTHORITY\SYSTEM | System,"MD5=B299AA9A27C330A9B44E45BD1595DBEA,SHA256=955B5950FD92E5C5EEC395B022566C9A2594CA3126D894408E2E29BA25D8B0DD,IMPHASH=CD3B2D99C6655A5D4A14E30E380F5BF9"
12/24/2025 9:48:44 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:44.192,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:41 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.926,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,8868,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:41 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.910,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,8868,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:41 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.864,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,8868,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:41 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.707,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,7904,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:41 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.614,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,7904,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:41 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.583,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:41 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.583,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:41 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.536,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:41 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.536,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,7904,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:41 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.489,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:41 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.489,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:41 AM,1,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.358,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,7904,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe""",NT AUTHORITY\SYSTEM | System,"MD5=52CA138709812DA4E9A02DC32C7FD6C9,SHA256=1EBCF13BB699961F59C33FAFD5088F70F1935AFC417469B3F3348E67C90FE8C6,IMPHASH=9AF6910BC05E23C793BC38F5603DF9F1"
12/24/2025 9:48:41 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.254,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:41 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.239,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:41 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.239,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,8868,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:41 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.192,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,8868,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:41 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.160,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,8868,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:41 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.098,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:41 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:41.082,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:40 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:40.536,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,4824,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:40 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:40.426,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,4824,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:40 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:40.301,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,4824,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:39 AM,1,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:39.976,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,4824,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe""",NT AUTHORITY\SYSTEM | System,"MD5=52CA138709812DA4E9A02DC32C7FD6C9,SHA256=1EBCF13BB699961F59C33FAFD5088F70F1935AFC417469B3F3348E67C90FE8C6,IMPHASH=9AF6910BC05E23C793BC38F5603DF9F1"
12/24/2025 9:48:39 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:39.895,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,8868,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:39 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:39.707,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,8868,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:39 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:39.692,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,2812,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:39 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:39.692,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,2812,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:39 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:39.692,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,2812,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:39 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:39.692,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,2812,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:39 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:39.583,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,8868,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:39 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:39.004,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,2712,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:39 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:38.988,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,2712,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:38 AM,13,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:38.911,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,2712,,,NT AUTHORITY\SYSTEM,
12/24/2025 9:48:38 AM,1,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:38.278,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe,2712,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.215.9\MicrosoftEdgeUpdateComRegisterShell64.exe""",NT AUTHORITY\SYSTEM | System,"MD5=52CA138709812DA4E9A02DC32C7FD6C9,SHA256=1EBCF13BB699961F59C33FAFD5088F70F1935AFC417469B3F3348E67C90FE8C6,IMPHASH=9AF6910BC05E23C793BC38F5603DF9F1"
12/24/2025 9:48:35 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:35.285,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:35 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:35.208,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:35 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:35.192,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:35 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:35.192,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:35 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:35.176,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:35 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:35.176,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:35 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:35.161,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:35 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:35.161,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:35 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:35.161,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:35 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:35.161,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:35 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:35.020,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:34 AM,1,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:34.869,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,8868,C:\Program Files (x86)\Microsoft\Temp\EU5778.tmp\MicrosoftEdgeUpdate.exe,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /regserver",NT AUTHORITY\SYSTEM | System,"MD5=B299AA9A27C330A9B44E45BD1595DBEA,SHA256=955B5950FD92E5C5EEC395B022566C9A2594CA3126D894408E2E29BA25D8B0DD,IMPHASH=CD3B2D99C6655A5D4A14E30E380F5BF9"
12/24/2025 9:48:34 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:34.629,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
12/24/2025 9:48:34 AM,11,Information,Microsoft-Windows-Sysmon,2025-12-24 04:18:34.005,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,C:\Users\AK\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe,1076,,,DESKTOP-V277QGT\AK,
